Feature A,Feature B,Feature C,Feature D,Feature E,Feature F,Feature G,Feature H,Feature I,Feature J,Feature K,Feature L
2671.34991,14288.92546,1607.540112,2506.573346,2068.604366,35.26895515,983.2351984,4.953980373,4.642726831,18.11296874,45.10126913,43.30235015
2775.381932,14055.65034,1685.902785,2550.340072,1980.913515,35.32514155,1007.784697,4.714067537,4.442076566,17.0864019,44.73959352,44.41771257
2521.061059,13860.3753,1710.315456,2551.513308,1978.886151,36.32324646,1035.052889,4.745202431,4.415264381,17.33491661,44.44587976,46.0861127
2725.848762,14305.50165,1606.228427,2695.664809,2040.151076,35.11922243,1011.745083,4.722504414,4.446543306,18.19210014,43.88788113,44.08263569
2745.376664,13243.74987,1710.321543,2492.80801,2125.588709,36.10742369,993.0832954,4.61749717,4.757149155,17.89155837,44.00258725,46.85646593
2542.93797,13119.67611,1696.555103,2549.085639,2089.076863,35.44838809,1006.1333,4.726919065,4.410516761,17.8717673,43.93643564,46.59234124
2704.048042,13836.36089,1630.935319,2598.900136,2183.97291,37.33053692,1004.636676,4.918435912,4.681327478,18.55636032,44.21273327,46.38083533
2559.791654,14274.57094,1751.946389,2607.004537,2100.668625,34.72407817,1009.05335,4.607814639,4.479550586,18.65673793,43.76177697,46.01526319
2742.182577,13384.66939,1753.322378,2458.092044,2121.446597,35.04192356,1066.232981,4.724190155,4.567007434,18.93809186,42.86736833,45.37308982
2557.31298,14161.48456,1671.028644,2559.53233,2110.415808,37.46887915,986.8168706,4.569029525,4.584761603,18.14552415,42.32633119,46.55994563
2545.74126,13258.69907,1661.204291,2590.759492,1936.897987,35.14042243,974.8916112,4.91817937,4.60232207,19.02472954,45.80957114,46.24061329
2729.387747,14004.33424,1683.628367,2540.073017,1882.964849,35.45568086,1044.949475,4.944064416,4.680918576,17.61755678,46.24838828,45.1516559
2706.614274,14534.76488,1658.444746,2557.821173,1861.75598,34.46251802,1009.645723,4.71668669,4.598384024,18.66129698,43.45605844,43.27579297
2726.631375,14542.6949,1671.76715,2655.710653,1932.875765,35.67235986,971.1876124,4.813493704,4.513023552,17.46676364,42.47344974,45.28209099
2548.911554,14426.40874,1699.081747,2651.55575,1863.120926,36.57539608,1062.839604,4.716015124,4.403532527,18.55889581,44.62772468,43.7204758
2624.283754,13908.06529,1662.820653,2659.140093,1915.122766,35.52201273,1057.84207,4.608987711,4.725707031,18.28844218,42.5245459,46.20066908
2560.756414,14332.44474,1635.613326,2494.550308,1883.232693,37.21236553,1066.465539,4.6982542,4.707818665,17.71088426,44.86659247,43.30177081
2657.10044,13571.63175,1649.210764,2543.55777,1886.482858,35.24667569,1053.645055,4.962695713,4.670711175,17.66506587,44.32845911,45.79680152
2681.266304,13355.81591,1752.503249,2459.713463,1943.315409,36.18452847,1081.244992,4.647087264,4.719546686,19.17565878,43.98947789,45.07824464
2753.534513,13765.52944,1751.317006,2543.718034,1976.487076,37.15275127,1038.063691,4.933321061,4.399373067,18.59631372,45.75367007,44.86162758
2541.699153,13352.75145,1655.176581,2545.832166,1953.382314,35.87945076,1013.312578,4.706033621,4.61691133,18.48690843,45.83337825,43.66451546
2627.848942,13931.87371,1621.894353,2663.970358,2072.77166,35.81617396,1022.727848,4.94249644,4.716465614,17.76509592,42.20125779,46.45796633
2630.280865,13833.07358,1722.745287,2569.508784,2072.729338,34.52251239,991.1598353,4.792204643,4.373505931,18.71415967,45.8267816,45.11942251
2545.992629,13497.9973,1657.247029,2471.577625,2138.02644,37.15944856,1008.94534,4.654164919,4.703740119,19.35407247,42.90801487,44.25150731
2549.047206,13681.3206,1682.292581,2646.512972,2134.017859,34.73339295,1087.091963,4.652536318,4.56290726,19.39167476,45.59667055,43.74316224
2599.348049,14227.84879,1711.427734,2703.174004,2151.747024,35.56113792,1028.331781,4.526278065,4.590462524,19.06532913,43.24191475,44.70417445
2689.855777,13668.24045,1616.884165,2467.049557,2288.951052,35.63717499,1045.449929,4.562030551,4.501955222,18.86173473,45.56367406,45.70450895
2723.443311,14135.21909,1736.580053,2489.933244,2203.005724,37.41039495,1035.721414,4.808325388,4.583725464,18.63496398,42.09185669,46.23595652
2679.580188,14091.53436,1690.122821,2614.603264,2205.946427,34.51991522,1000.333331,4.743883708,4.61215335,18.57347365,44.36486772,46.77036879
2645.060424,13810.14075,1724.299991,2529.954469,2166.203011,34.4103073,1095.069447,4.911382045,4.407295476,18.28070766,42.95698212,47.1157969
2669.139325,14103.75309,1665.940295,2534.061754,2225.612822,35.31272293,1018.121886,4.798620218,4.508839,18.27145311,44.48154899,45.18189668
2567.289627,13051.02879,1758.075637,2462.459742,2192.622721,34.66558649,1084.771513,4.838134602,4.574429313,18.24927265,43.41095238,43.76135453
2729.499675,14076.4985,1661.826157,2454.662013,1977.682457,36.68260424,1022.10933,4.711813499,4.70231047,19.7287821,43.3199355,46.46758103
2731.11961,14358.268,1745.695638,2448.098221,1919.10299,35.49354131,1002.474839,4.570378005,4.67183583,19.45017173,45.49098497,46.74986837
2553.387908,13442.13951,1697.051117,2608.900342,1866.289723,35.84396131,1005.477463,4.88523,4.621764583,19.69707156,44.79462316,46.65742224
2521.735242,14130.28117,1605.895518,2471.238453,1829.613884,35.8130918,1076.649048,4.575083416,4.744152163,18.79821532,45.17816333,46.85861117
2554.606824,13432.35413,1728.997147,2460.406773,1858.409922,36.46293683,1074.739201,4.81507295,4.54187462,19.49539684,44.06556767,43.2817043
2640.931373,14608.47851,1682.275353,2499.96113,1767.373122,36.89373432,1008.22153,4.895534737,4.593026377,19.80119221,45.88169606,43.54577527
2670.765819,13376.04972,1677.865803,2616.904982,1869.488994,34.31919661,1022.395987,4.795573348,4.608808324,19.80995563,44.67058187,46.22073998
2700.901806,13940.72588,1667.220258,2498.644127,1825.008452,35.60888124,1091.03918,4.746577567,4.63360757,18.18404582,42.7522292,46.04722685
2712.921268,13277.80464,1632.0136,2631.659777,1781.328302,35.67847187,1031.014128,4.783234419,4.390701945,18.23709738,42.25715415,46.68854889
2756.742053,14397.04927,1624.035283,2668.939866,1947.381132,37.94097272,1069.21948,4.658417205,4.700662524,18.61306001,43.64387782,44.91999341
2738.297007,13976.32355,1685.942298,2569.294164,1845.516205,36.2179769,1009.79276,4.860656738,4.520987372,19.28432269,46.12617841,46.53887023
2636.567428,13911.74124,1731.742862,2636.072168,1755.984488,35.37640402,1011.011414,4.887935653,4.672565081,19.43171336,42.45317585,45.9756938
2669.895215,13771.08652,1698.721744,2460.11655,1699.414223,36.01205792,1037.48718,4.870456082,4.44815069,19.65703211,46.0729538,47.36372518
2550.15684,14583.77168,1628.013776,2466.053875,1699.96153,37.50784956,1033.263966,4.835566245,4.589816528,18.61621629,43.36365905,46.27493811
2703.751062,14462.54372,1637.471314,2474.78451,1715.201287,36.22256306,1024.435644,4.727210901,4.561637771,18.83587896,44.6132951,43.22209445
2713.862595,13590.70875,1638.863394,2695.253949,1745.60533,36.20325241,1008.884015,4.55535489,4.766499553,18.45703512,46.14377709,45.94172858
2622.733971,13548.89071,1632.793225,2474.716117,1789.503208,35.22588104,1013.75894,4.847940054,4.553539148,18.54235106,43.96281179,45.44134568
2754.664059,13873.47366,1678.943505,2641.453203,1961.829905,36.68155847,1030.27115,4.684725385,4.71861302,19.04389149,43.73182597,46.13561662
2637.903762,13432.75209,1698.751024,2727.883735,2003.852391,37.38684479,1041.036472,4.829759673,4.447929948,18.82851337,42.75516343,46.90585384
2731.914034,13710.9405,1628.483688,2567.742208,1921.075107,36.6579397,1033.073251,4.797235802,4.424915442,19.24562959,45.8122519,44.21752563
2518.238333,13989.38663,1616.893692,2652.472022,1920.918585,34.7447816,1103.634468,4.680472428,4.798062399,19.71040577,44.41291958,46.47877393
2528.434971,13818.45433,1749.564621,2621.622715,2010.40482,35.53144285,1045.543983,4.814486034,4.667233349,19.78202333,42.51281666,45.60481152
2606.677543,13671.71957,1634.091521,2528.546742,1970.517244,35.19627716,1082.983124,4.838683609,4.562719367,19.1013611,44.21407772,45.97057833
2592.284078,13272.02448,1730.700206,2669.008216,2006.00644,35.91644926,1109.332495,4.610575689,4.723933065,18.5523776,46.02541834,43.72839644
2686.539588,13782.34515,1674.149824,2690.378156,2100.814719,34.56623355,1105.944336,4.936054808,4.400572783,19.3703972,44.47607779,43.50926251
2710.311899,14195.39083,1686.522272,2488.022856,1949.393346,36.27085479,1060.501105,4.858096193,4.62682788,19.31596149,42.97971868,46.87052939
2748.222768,13377.49301,1617.258402,2503.731546,2005.896608,35.89546237,1121.344915,4.945716153,4.772723535,18.58707624,44.03125095,44.67070126
2608.221968,13519.48501,1679.083517,2637.610114,1940.009633,36.92657824,1110.219318,4.895618386,4.770334407,18.93208114,42.15355935,44.46434543
2728.868417,13989.82615,1722.071737,2675.344467,2142.750063,37.77003847,1073.821983,4.773497435,4.433009573,19.08720324,42.5804099,45.6235412
2739.853538,13586.67906,1699.519751,2626.67277,1981.29605,37.12983244,1090.031588,4.818142194,4.670536951,19.07048348,45.60562574,44.90591565
2583.875594,13149.34415,1627.482358,2549.92386,1931.835627,36.78098058,1029.287598,4.73746939,4.80076953,18.47282281,45.56760571,46.56207491
2690.438864,13850.19412,1693.587415,2502.702978,1969.732215,35.17651521,1055.811647,4.692337001,4.635868429,18.45132346,45.11018911,44.77928461
2653.60784,13562.447,1630.996712,2578.89879,1893.758439,35.66962399,1103.578568,4.92567896,4.70883307,18.47617016,44.19943395,46.80252845
2719.583612,13403.29745,1668.711711,2667.963277,1749.71345,36.25433282,1080.055288,4.95277231,4.759565977,19.91004684,43.52437234,46.03213322
2668.810639,14063.33426,1709.135979,2618.389708,1691.076089,37.14205186,1068.691815,4.928761636,4.684273892,20.12154882,42.61041147,47.14190382
2634.20924,14060.53132,1730.239289,2581.048151,1636.836647,35.34721575,1113.566555,4.833039414,4.529989335,20.18142554,42.97918254,43.64833119
2640.183081,14212.31858,1680.90424,2670.835649,1540.36198,36.22185848,1054.923991,4.920306908,4.558101041,19.83193363,45.00505527,44.97423618
2705.515655,14538.03862,1732.515648,2533.595406,1514.672043,36.92917636,1100.677111,4.956504231,4.507554598,19.14173587,42.4099018,47.25517796
2737.719377,14409.44083,1651.943557,2684.914068,1573.956403,35.84417166,1073.187277,4.879580056,4.521914861,20.08444496,44.65603066,44.44856653
2558.707031,13730.61075,1651.156427,2651.38458,1633.228661,34.82536756,1036.168873,4.739382154,4.708234273,20.1904253,45.21203345,46.28179895
2686.046274,13221.55345,1726.387641,2564.292555,1579.214413,37.10917008,1057.16737,4.943718243,4.571377086,19.0940014,45.10164614,44.48479961
2678.614432,13944.50859,1710.807087,2633.042268,1647.226493,34.99050963,1088.338033,4.697944095,4.790310034,20.00135132,43.4733633,45.51747572
2626.684389,14383.91176,1688.852026,2460.44787,1549.745036,36.84850023,1069.929798,4.734232304,4.405830831,20.2191289,45.24302573,45.26853427
2530.671247,13500.86287,1624.274191,2587.624726,1636.530355,35.78963862,1074.04661,4.977018776,4.582649649,19.10444528,43.32879195,46.52318629
2646.08681,13338.79853,1609.316463,2444.509898,1695.495046,35.86283652,1087.417139,4.744323278,4.513004781,19.36240299,45.68888221,46.67502263
2546.637187,14276.05006,1634.907075,2652.575804,1611.450006,35.36036304,1056.990393,4.752309022,4.592073221,19.60362296,45.99120864,44.34517815
2673.702807,14059.62926,1671.259918,2582.698275,1777.235882,36.2786294,1106.353698,4.907948244,4.468391208,18.93145472,44.03169341,46.03415796
2597.723241,13942.35514,1664.255,2620.774201,1786.775866,37.01415635,1119.662789,4.77916684,4.381430466,19.45862041,43.65248864,45.09960161
2591.120542,14495.16539,1702.70607,2614.689854,1858.389355,37.32113114,1064.758504,4.547458133,4.764008649,19.98288808,43.28873865,43.79524578
2672.197593,13903.62407,1742.344581,2560.472434,1880.005258,34.86308017,1065.761539,4.95081821,4.652492368,18.8676739,42.68096259,44.02690869
2570.993116,13878.34632,1697.911173,2517.185924,1818.427456,37.33065434,1058.902307,4.668209764,4.535037691,18.94932352,45.39027314,45.15252219
2772.842736,13515.87789,1648.614182,2495.581374,1856.675961,38.03267605,1125.565322,4.728279885,4.630009241,18.8254511,43.5344518,46.59661729
2705.147414,14346.48125,1621.037038,2480.323,1905.40732,35.59001246,1112.535831,4.65954457,4.718494996,19.79518021,43.43829976,46.11506418
2670.039804,13091.47513,1704.947387,2483.545981,1919.336208,35.28273539,1119.409587,4.654070638,4.710607584,19.98006616,45.87487054,45.49659625
2634.129488,14338.94029,1674.997216,2540.931512,1897.759766,37.61349439,1149.845336,4.789974774,4.747736862,18.73776306,43.21577845,44.06870806
2685.051108,13885.26172,1635.326379,2534.401893,1829.443405,35.46749755,1058.129383,4.787362095,4.371387013,19.14786867,45.28130085,43.25530358
2773.275052,13652.99628,1724.690196,2467.491178,1698.494605,35.70064827,1101.881499,4.624015318,4.424800026,19.38408495,43.83126621,46.56075491
2588.53813,13801.55694,1711.180161,2580.29877,1689.453581,36.27642275,1070.411332,4.71538521,4.49270869,18.53117476,42.34862139,43.10375166
2680.721202,13567.50639,1643.89291,2518.910143,1804.165199,36.57871141,1114.182057,4.691387876,4.36102347,19.39002543,44.91673042,45.54330966
2767.188248,13168.88,1705.060996,2709.156161,1750.727281,36.2168377,1120.361486,4.811762382,4.374052211,19.32766322,43.00116548,45.27671843
2538.006675,13509.34119,1621.962374,2523.674358,1835.443955,34.89370269,1094.748802,4.773116996,4.757006621,18.19096229,44.03300571,45.57819624
2604.822186,14091.54426,1736.385713,2590.9454,1825.315736,36.87373665,1137.05048,4.520724314,4.666563037,18.89487858,45.50803688,44.85693963
2714.199035,13698.58576,1743.407971,2537.5012,1829.804497,36.93940147,1169.568258,4.66860498,4.423412341,18.67288366,45.55748494,44.74356418
2665.638435,13350.93009,1643.522509,2603.699996,1879.990021,36.9003066,1128.142815,4.686898224,4.584679541,19.18910097,45.11186709,45.65256207
2759.444551,13556.27215,1662.961451,2595.701291,1965.597469,35.53010453,1169.289229,4.574856483,4.630892761,18.5808256,45.1037861,45.9239846
2597.248264,13136.07583,1743.888942,2543.892459,1800.690189,36.39558582,1125.123721,4.917088333,4.715733353,19.2081207,45.12260064,45.22744107
2542.78678,13827.85843,1749.495569,2545.539062,1805.655992,38.22140093,1138.683407,4.844582502,4.576898162,17.94790093,43.96664316,45.15355975
2548.916807,13668.57583,1710.282741,2673.574248,1690.235593,37.71989284,1140.559668,4.807543099,4.64376618,18.90610447,44.04261018,45.29563019
2747.357638,13854.31589,1740.639831,2525.470154,1706.706618,36.28039146,1089.258501,4.828371433,4.717576475,18.62412841,44.27170242,47.40284237
2647.515176,13410.89136,1598.187725,2527.748538,1657.175727,35.59160007,1131.422938,4.825613889,4.733636089,18.24989747,44.79298445,47.42637255
2662.39252,13969.57479,1604.17301,2459.762206,1711.950589,36.32827079,1089.255561,4.836405935,4.772360138,19.20205164,44.29476208,46.67718077
2685.192193,13407.01446,1684.682596,2511.761077,1696.815959,36.13153087,1149.170336,4.627447253,4.426208945,18.74484283,44.44865515,44.37824614
2743.186342,13513.45275,1588.729311,2569.901349,1731.433104,37.46653842,1113.481491,4.67924301,4.42902501,18.43374203,42.978593,47.26952115
2725.351495,13986.68791,1613.386867,2465.030184,1622.73546,37.7861562,1183.828877,4.934956956,4.488568703,18.83284402,43.10513197,47.326224
2625.808965,13629.46416,1718.511642,2505.959026,1697.965028,36.84389839,1183.701135,4.638092216,4.785015015,18.7752682,42.99672354,45.10091722
2765.112959,13616.30301,1666.802754,2483.519988,1660.554741,35.08336172,1166.846792,4.845135642,4.411494368,18.31032862,45.14114985,44.01151893
2660.619949,13537.66454,1754.430052,2595.531474,1653.302948,36.83111983,1091.922865,4.540396942,4.543378454,19.03862467,42.68041053,44.54401383
2613.078728,13837.92641,1666.178241,2648.418423,1754.014864,37.40048822,1160.932636,4.868522523,4.469955095,19.0134177,45.36617329,46.96880251
2624.412781,13007.74297,1635.184837,2641.736235,1621.186603,37.8436023,1138.882041,4.694137062,4.73115593,18.15280264,46.3542957,45.04651216
2628.264685,14147.50211,1688.503698,2458.415355,1675.957598,36.74318649,1164.628153,4.917992644,4.473873389,19.19760908,43.6753857,44.71498811
2701.433806,13344.00033,1633.326241,2645.19914,1690.778026,35.00329552,1120.987433,4.829661186,4.663201917,18.51459359,45.17868524,45.00352676
2646.624262,13204.02116,1642.57061,2625.815855,1606.021751,37.04917905,1187.620913,4.799617077,4.748868613,18.45515148,42.91274561,44.20547153
2621.853005,14370.98006,1669.157125,2481.637687,1509.434191,36.12973552,1144.659903,4.813656283,4.618542958,18.72236783,42.8608501,44.49587533
2533.899967,13657.00021,1751.701032,2530.849865,1583.641994,37.00407544,1160.265685,4.540268777,4.746121958,17.98306383,46.38054582,47.24399728
2644.941852,14411.81301,1745.780051,2650.950496,1701.273112,38.32834605,1124.356041,4.578456219,4.686321303,19.08224393,44.11187764,43.28896515
2725.32783,13878.51671,1595.820496,2455.639908,1659.594931,34.99827922,1169.243811,4.762191517,4.386206443,19.20124175,45.98931264,46.71932786
2522.853857,14276.20384,1658.384975,2485.607588,1748.549609,36.43972525,1190.502158,4.768144059,4.39028138,17.98292681,43.67710875,46.6670132
2768.085261,13894.49634,1701.582807,2609.061996,1807.82397,37.5989339,1181.345359,4.820134893,4.419649124,18.86400786,42.32440163,47.28887582
2685.8882,13424.06812,1708.387967,2661.012946,1902.04644,35.96241094,1134.543096,4.800267067,4.567937714,19.06691531,45.17888672,45.63874584
2759.910427,13700.66459,1644.82063,2700.638698,2063.076283,37.31000173,1184.290529,4.916622836,4.674426081,17.62539167,44.30752121,46.28961048
2624.485114,13460.91541,1773.700014,2514.740968,2052.639489,37.78238432,1108.003362,4.756379219,4.490520746,18.29013482,43.6410799,46.94578408
2553.391458,13257.80568,1723.2834,2499.120397,2044.323014,36.20891872,1153.734829,4.689276513,4.789744146,17.9480948,45.99402298,47.25848811
2590.912652,13134.77668,1709.690296,2674.726112,2170.296485,35.54624723,1128.121805,4.935204109,4.783143819,18.13181992,44.17988054,45.45524322
2608.269264,13774.74057,1711.007041,2487.825594,2050.356811,35.31364945,1152.775823,4.921526677,4.602992396,19.0426436,46.11752268,44.31208006
2634.805855,13182.65784,1666.467028,2646.627116,2132.828207,35.57770686,1126.033044,4.689346382,4.787813604,18.0764471,42.2792929,45.18651755
2572.801031,13500.75985,1609.192485,2524.070145,1984.089197,36.33113725,1109.829042,4.776922108,4.66375428,17.61939259,46.14579016,46.00406719
2616.551201,13478.96048,1660.635822,2456.615626,2075.675989,35.75166538,1135.974488,4.894813824,4.782686078,18.7020985,45.92858898,45.07294057
2732.817147,13288.3704,1680.775373,2568.612735,2021.896361,35.57306469,1165.339081,4.607264184,4.411392507,17.64567443,46.32717419,44.11125391
2596.498637,13807.97329,1682.621005,2649.38807,1986.785172,38.27545243,1126.820572,4.526646317,4.707358777,18.23248262,45.04911945,46.52846536
2586.239581,13852.07184,1681.012197,2486.77375,1912.442848,36.57778472,1174.992245,4.661556694,4.42747698,18.7541182,43.01918564,45.82567574
2685.70357,13744.95355,1639.306156,2544.916369,1914.670788,36.83174279,1147.22135,4.946792409,4.426659707,19.22449978,45.80389611,44.86522938
2700.980822,13915.62368,1614.596712,2483.782969,2123.085174,38.22219107,1119.45286,4.791203161,4.65291825,18.23069961,45.60794871,44.75738392
2525.082638,13423.3453,1690.113312,2675.231282,2162.919194,36.93768516,1184.22294,4.672110565,4.793971316,19.17485298,46.29030129,44.70614721
2601.171953,13709.40488,1647.563955,2648.123639,2194.179869,38.01854668,1196.559541,4.620093387,4.493017186,17.99975678,42.96482526,43.67831837
2571.766943,13790.85384,1716.885756,2559.969588,2231.086837,35.47082487,1193.02193,4.774039527,4.495026752,17.96550573,44.42915914,47.23810852
2609.574385,13361.73907,1765.79022,2596.727598,2072.929665,35.38787857,1192.948168,4.806687407,4.692727392,18.66002857,43.7113174,45.87158844
2627.06424,13774.82528,1668.067632,2480.47895,2230.594522,38.62255115,1193.403885,4.605565558,4.684226777,19.22804912,44.97676213,47.32956784
2525.789834,14160.13654,1621.260826,2588.941778,2095.083179,36.91066602,1177.873326,4.759789742,4.672128804,18.82954637,43.38918361,44.70781452
2629.670442,13411.67916,1669.437485,2535.001799,2052.381571,35.19352163,1107.285344,4.707976227,4.531708451,18.73338166,46.42795462,43.86735862
2751.101671,13367.6009,1705.177726,2655.509576,2054.23998,36.90241097,1124.070677,4.921073763,4.705390818,17.68815554,45.97464906,44.96202586
2653.951135,14478.84154,1680.96111,2642.866371,1988.581051,36.52944203,1142.585415,4.646216287,4.652920058,18.50262115,46.2621144,46.00836542
2545.089322,13525.59332,1705.481911,2648.10653,1950.159351,36.73424349,1137.796179,4.733370122,4.609125794,18.16610109,42.59789833,45.60968679
2755.737271,13989.74424,1707.454999,2620.150067,1897.980437,38.56531117,1138.262167,4.602563678,4.518167848,18.66691823,45.30664958,45.20524184
2535.659093,13805.72813,1606.883731,2601.248945,1884.415846,38.36791294,1096.885877,4.818820765,4.720833948,19.02673186,45.18315655,46.74439815
2729.557284,14612.06381,1721.910636,2596.702181,1905.702951,38.12809844,1172.556593,4.624778943,4.55994506,18.42484387,45.68246975,43.17946217
2677.528752,14167.5507,1626.739385,2583.891064,1870.099576,36.22115759,1202.155957,4.751732173,4.445692415,17.91168306,45.92295835,43.4584931
2636.918658,13991.88351,1690.550592,2535.398942,1909.66316,36.36671507,1184.427281,4.524113406,4.677618171,17.81392768,43.02006632,45.19169623
2550.479651,13892.65683,1685.368786,2476.57218,2069.088123,37.77508012,1153.207854,4.525521366,4.421788381,19.09542924,45.61977773,44.9796134
2664.081925,13281.91097,1653.764569,2701.902193,2093.366911,38.00120298,1150.838801,4.927144613,4.710392489,19.10279284,43.37271816,47.30017983
2544.814926,13992.41846,1762.807295,2721.11177,2126.188263,36.07670732,1155.212342,4.743859288,4.782738113,18.72645224,45.60007613,45.39619596
2585.292937,13395.10081,1710.710936,2499.338935,1941.225685,37.78689642,1107.115689,4.696331768,4.607470988,18.60961886,44.20824425,46.27514144
2549.723858,13442.11997,1686.335012,2681.200404,2017.502483,37.9680811,1183.363351,4.543690988,4.620980793,19.36836929,43.64180889,44.14218122
2600.128383,13157.02654,1749.449033,2515.509739,2024.913975,36.97392213,1181.00119,4.583236158,4.522206706,19.4941248,43.80736605,44.51039233
2566.579224,13306.3936,1615.774983,2464.067954,2021.949506,36.59709051,1118.68508,4.845702243,4.726154488,18.49641638,46.01384739,45.36022582
2714.809561,14095.60886,1653.815445,2644.691736,1971.244236,37.29430339,1152.19061,4.928399919,4.800940176,18.13452763,45.05671106,44.92093305
2764.229213,14350.12741,1697.607613,2674.607804,1923.263582,36.32906932,1095.848913,4.871144255,4.438507412,19.05162068,45.32795619,44.8549973
2563.332769,13330.81989,1637.119699,2611.474184,1793.39876,35.78978867,1189.888203,4.949912701,4.79422929,18.53947392,44.84026973,44.40694565
